# assembly_accession	taxid	species_taxid	organism_name	ftp_path	superkingdom	phylum	class	order	family	genus	species	infraspecific_name
GCF_002117085.1	319236	319236	Nonlabens sediminis	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/117/085/GCF_002117085.1_ASM211708v1	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Nonlabens	Nonlabens sediminis	strain=NBRC 100970
GCF_000196275.1	319795	68909	Deinococcus geothermalis DSM 11300	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/196/275/GCF_000196275.1_ASM19627v1	Bacteria	Deinococcus-Thermus	Deinococci	Deinococcales	Deinococcaceae	Deinococcus	Deinococcus geothermalis	strain=DSM 11300
GCF_000020305.1	320483	770	Anaplasma marginale str. Florida	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/020/305/GCF_000020305.1_ASM2030v1	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Anaplasma	Anaplasma marginale	strain=Florida
GCF_002005465.1	320497	320497	Neoasaia chiangmaiensis	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/005/465/GCF_002005465.1_ASM200546v1	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Neoasaia	Neoasaia chiangmaiensis	strain=NBRC 101099
GCF_000014525.1	321967	1597	Lactobacillus paracasei ATCC 334	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/014/525/GCF_000014525.1_ASM1452v1	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus paracasei	strain=ATCC 334
GCF_000012225.1	322098	229545	Aster yellows witches'-broom phytoplasma AYWB	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/012/225/GCF_000012225.1_ASM1222v1	Bacteria	Tenericutes	Mollicutes	Acholeplasmatales	Acholeplasmataceae	Candidatus Phytoplasma	Aster yellows witches'-broom phytoplasma	
GCF_000013885.1	323097	912	Nitrobacter hamburgensis X14	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/013/885/GCF_000013885.1_ASM1388v1	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Nitrobacter	Nitrobacter hamburgensis	strain=X14
GCF_000012725.1	323098	913	Nitrobacter winogradskyi Nb-255	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/012/725/GCF_000012725.1_ASM1272v1	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Nitrobacter	Nitrobacter winogradskyi	strain=Nb-255
GCF_000012805.1	323261	1229	Nitrosococcus oceani ATCC 19707	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/012/805/GCF_000012805.1_ASM1280v1	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Nitrosococcus	Nitrosococcus oceani	strain=ATCC 19707
GCF_000196355.1	323848	1231	Nitrosospira multiformis ATCC 25196	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/196/355/GCF_000196355.1_ASM19635v1	Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Nitrosomonadaceae	Nitrosospira	Nitrosospira multiformis	strain=ATCC 25196
GCF_000016065.1	323850	359303	Shewanella loihica PV-4	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/016/065/GCF_000016065.1_ASM1606v1	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Shewanellaceae	Shewanella	Shewanella loihica	strain=PV-4
GCF_000018865.1	324602	1108	Chloroflexus aurantiacus J-10-fl	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/018/865/GCF_000018865.1_ASM1886v1	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Chloroflexaceae	Chloroflexus	Chloroflexus aurantiacus	strain=J-10-fl
GCF_000014425.1	324831	1596	Lactobacillus gasseri ATCC 33323 = JCM 1131	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/014/425/GCF_000014425.1_ASM1442v1	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus gasseri	strain=ATCC 33323
GCF_000020645.1	324925	34090	Pelodictyon phaeoclathratiforme BU-1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/020/645/GCF_000020645.1_ASM2064v1	Bacteria	Chlorobi	Chlorobia	Chlorobiales	Chlorobiaceae	Pelodictyon	Pelodictyon phaeoclathratiforme	strain=BU-1
GCF_000815025.1	325775	325775	Coxiella endosymbiont of Amblyomma americanum	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/815/025/GCF_000815025.1_ASM81502v1	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Coxiellaceae	Coxiella	Coxiella endosymbiont of Amblyomma americanum	
GCF_000015245.1	326297	60478	Shewanella amazonensis SB2B	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/015/245/GCF_000015245.1_ASM1524v1	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Shewanellaceae	Shewanella	Shewanella amazonensis	strain=SB2B
GCF_000012965.1	326298	39766	Sulfurimonas denitrificans DSM 1251	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/012/965/GCF_000012965.1_ASM1296v1	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Sulfurimonas	Sulfurimonas denitrificans	strain=DSM 1251
GCF_000058485.1	326424	1859	Frankia alni ACN14a	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/058/485/GCF_000058485.1_ASM5848v1	Bacteria	Actinobacteria	Actinobacteria	Frankiales	Frankiaceae	Frankia	Frankia alni	strain=ACN14A
GCF_000021945.1	326427	152260	Chloroflexus aggregans DSM 9485	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/021/945/GCF_000021945.1_ASM2194v1	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Chloroflexaceae	Chloroflexus	Chloroflexus aggregans	strain=DSM 9485
GCF_000018105.1	329726	155978	Acaryochloris marina MBIC11017	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/018/105/GCF_000018105.1_ASM1810v1	Bacteria	Cyanobacteria	NA	Synechococcales	Acaryochloridaceae	Acaryochloris	Acaryochloris marina	strain=MBIC11017
GCF_000196815.1	330214	330214	Nitrospira defluvii	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/196/815/GCF_000196815.1_ASM19681v1	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira	Nitrospira defluvii	
GCF_001043175.1	330734	330734	Marinobacter psychrophilus	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/043/175/GCF_001043175.1_ASM104317v1	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Marinobacter	Marinobacter psychrophilus	strain=20041
GCF_000237205.1	331113	83561	Simkania negevensis Z	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/237/205/GCF_000237205.1_ASM23720v1	Bacteria	Chlamydiae	Chlamydiia	Parachlamydiales	Simkaniaceae	Simkania	Simkania negevensis	strain=Z
GCF_000204135.1	331635	85991	Chlamydia pecorum E58	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/204/135/GCF_000204135.1_ASM20413v1	Bacteria	Chlamydiae	Chlamydiia	Chlamydiales	Chlamydiaceae	Chlamydia	Chlamydia pecorum	strain=E58
GCF_000204255.1	331636	83554	Chlamydia psittaci 6BC	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/204/255/GCF_000204255.1_ASM20425v1	Bacteria	Chlamydiae	Chlamydiia	Chlamydiales	Chlamydiaceae	Chlamydia	Chlamydia psittaci	strain=6BC
GCF_000020545.1	331678	1096	Chlorobium phaeobacteroides BS1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/020/545/GCF_000020545.1_ASM2054v1	Bacteria	Chlorobi	Chlorobia	Chlorobiales	Chlorobiaceae	Chlorobium	Chlorobium phaeobacteroides	strain=BS1
GCF_000174395.2	333849	1352	Enterococcus faecium DO	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/174/395/GCF_000174395.2_ASM17439v2	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus faecium	strain=DO
GCF_000010145.1	334390	1613	Lactobacillus fermentum IFO 3956	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/010/145/GCF_000010145.1_ASM1014v1	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus fermentum	strain=IFO 3956
GCF_000010185.1	334413	1260	Finegoldia magna ATCC 29328	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/010/185/GCF_000010185.1_ASM1018v1	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Finegoldia	Finegoldia magna	strain=ATCC 29328
GCF_000014765.1	335283	916	Nitrosomonas eutropha C91	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/014/765/GCF_000014765.1_ASM1476v1	Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Nitrosomonadaceae	Nitrosomonas	Nitrosomonas eutropha	strain=C91
GCF_000014725.1	335541	863	Syntrophomonas wolfei subsp. wolfei str. Goettingen G311	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/014/725/GCF_000014725.1_ASM1472v1	Bacteria	Firmicutes	Clostridia	Clostridiales	Syntrophomonadaceae	Syntrophomonas	Syntrophomonas wolfei	strain=Goettingen G311
GCF_000014965.1	335543	119484	Syntrophobacter fumaroxidans MPOB	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/014/965/GCF_000014965.1_ASM1496v1	Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Syntrophobacteraceae	Syntrophobacter	Syntrophobacter fumaroxidans	strain=MPOB
GCF_000012385.1	336407	33990	Rickettsia bellii RML369-C	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/012/385/GCF_000012385.1_ASM1238v1	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Rickettsia	Rickettsia bellii	strain=RML369-C
GCF_000017705.1	338187	680	Vibrio campbellii ATCC BAA-1116	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/017/705/GCF_000017705.1_ASM1770v1	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio campbellii	strain=ATCC BAA-1116; BB120
GCF_000012885.1	338963	19	Pelobacter carbinolicus DSM 2380	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/012/885/GCF_000012885.1_ASM1288v1	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Desulfuromonadaceae	Pelobacter	Pelobacter carbinolicus	strain=DSM 2380
GCF_000015045.1	338966	29543	Pelobacter propionicus DSM 2379	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/015/045/GCF_000015045.1_ASM1504v1	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Desulfuromonadaceae	Pelobacter	Pelobacter propionicus	strain=DSM 2379
GCF_000013605.1	338969	192843	Rhodoferax ferrireducens T118	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/013/605/GCF_000013605.1_ASM1360v1	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Rhodoferax	Rhodoferax ferrireducens	strain=DSM 15236
GCF_000017245.1	339671	67854	Actinobacillus succinogenes 130Z	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/017/245/GCF_000017245.1_ASM1724v1	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Actinobacillus	Actinobacillus succinogenes	strain=130Z
GCF_000012765.1	340047	2095	Mycoplasma capricolum subsp. capricolum ATCC 27343	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/012/765/GCF_000012765.1_ASM1276v1	Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	Mycoplasma capricolum	strain=ATCC 27343
GCF_000012585.1	340177	337090	Chlorobium chlorochromatii CaD3	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/012/585/GCF_000012585.1_ASM1258v1	Bacteria	Chlorobi	Chlorobia	Chlorobiales	Chlorobiaceae	Chlorobium	Chlorobium chlorochromatii	strain=CaD3
GCF_001747425.1	340345	340345	Actinoalloteichus hymeniacidonis	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/747/425/GCF_001747425.1_ASM174742v1	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Actinoalloteichus	Actinoalloteichus hymeniacidonis	strain=HPA177(T) (=DSM 45092(T))
GCF_000009985.1	342108	84159	Magnetospirillum magneticum AMB-1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/009/985/GCF_000009985.1_ASM998v1	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Magnetospirillum	Magnetospirillum magneticum	strain=AMB-1
GCF_000010125.1	342451	29385	Staphylococcus saprophyticus subsp. saprophyticus ATCC 15305 = NCTC 7292	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/010/125/GCF_000010125.1_ASM1012v1	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus saprophyticus	strain=ATCC 15305
GCF_000014225.1	342610	288	Pseudoalteromonas atlantica T6c	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/014/225/GCF_000014225.1_ASM1422v1	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Pseudoalteromonas	Pseudoalteromonas atlantica	strain=T6c
GCF_000817955.1	345632	345632	Geobacter pickeringii	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/817/955/GCF_000817955.1_ASM81795v1	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geobacter	Geobacter pickeringii	strain=G13
GCF_000085865.1	347256	2098	Mycoplasma hominis ATCC 23114	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/085/865/GCF_000085865.1_ASM8586v1	Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	Mycoplasma hominis	strain=ATCC 23114
GCF_000063605.1	347257	2110	Mycoplasma agalactiae PG2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/063/605/GCF_000063605.1_ASM6360v1	Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	Mycoplasma agalactiae	strain=PG2
GCF_000092045.1	347834	29449	Rhizobium etli CFN 42	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/092/045/GCF_000092045.1_ASM9204v1	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium	Rhizobium etli	strain=CFN 42
GCF_000016405.1	349102	1063	Rhodobacter sphaeroides ATCC 17025	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/016/405/GCF_000016405.1_ASM1640v1	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacter	Rhodobacter sphaeroides	strain=ATCC 17025
GCF_000015585.1	349124	1053	Halorhodospira halophila SL1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/015/585/GCF_000015585.1_ASM1558v1	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae	Halorhodospira	Halorhodospira halophila	strain=SL1
GCF_000016165.1	349161	59610	Desulfotomaculum reducens MI-1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/016/165/GCF_000016165.1_ASM1616v1	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Desulfotomaculum	Desulfotomaculum reducens	strain=MI-1
GCF_000026405.1	349519	33964	Leuconostoc citreum KM20	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/026/405/GCF_000026405.1_ASM2640v1	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Leuconostoc	Leuconostoc citreum	strain=KM20
GCF_000012985.1	349521	158327	Hahella chejuensis KCTC 2396	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/012/985/GCF_000012985.1_ASM1298v1	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Hahellaceae	Hahella	Hahella chejuensis	strain=KCTC 2396
GCF_000020225.1	349741	239935	Akkermansia muciniphila ATCC BAA-835	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/020/225/GCF_000020225.1_ASM2022v1	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae	Akkermansia	Akkermansia muciniphila	strain=ATCC BAA-835
GCF_000015305.1	350058	110539	Mycolicibacterium vanbaalenii PYR-1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/015/305/GCF_000015305.1_ASM1530v1	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycolicibacterium	Mycolicibacterium vanbaalenii	strain=PYR-1
GCF_000018325.1	350688	461876	Alkaliphilus oremlandii OhILAs	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/018/325/GCF_000018325.1_ASM1832v1	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Alkaliphilus	Alkaliphilus oremlandii	strain=OhILAs
GCF_000016745.1	351605	351604	Geobacter uraniireducens Rf4	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/016/745/GCF_000016745.1_ASM1674v1	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geobacter	Geobacter uraniireducens	strain=Rf4
GCF_000015025.1	351607	28049	Acidothermus cellulolyticus 11B	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/015/025/GCF_000015025.1_ASM1502v1	Bacteria	Actinobacteria	Actinobacteria	Acidothermales	Acidothermaceae	Acidothermus	Acidothermus cellulolyticus	strain=11B; ATCC 43068
GCF_000016545.1	351627	44001	Caldicellulosiruptor saccharolyticus DSM 8903	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/016/545/GCF_000016545.1_ASM1654v1	Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacterales Family III. Incertae Sedis	Caldicellulosiruptor	Caldicellulosiruptor saccharolyticus	strain=DSM 8903
GCF_000968195.1	351671	351671	Xenorhabdus doucetiae	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/968/195/GCF_000968195.1_ASM96819v1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Morganellaceae	Xenorhabdus	Xenorhabdus doucetiae	strain=FRM16
GCF_001721185.1	351679	351679	Xenorhabdus hominickii	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/721/185/GCF_001721185.1_ASM172118v1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Morganellaceae	Xenorhabdus	Xenorhabdus hominickii	strain=ANU1
GCF_000013945.1	355276	174	Leptospira borgpetersenii serovar Hardjo-bovis str. L550	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/013/945/GCF_000013945.1_ASM1394v1	Bacteria	Spirochaetes	Spirochaetia	Leptospirales	Leptospiraceae	Leptospira	Leptospira borgpetersenii	strain=L550
GCF_000063545.1	357244	784	Orientia tsutsugamushi str. Boryong	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/063/545/GCF_000063545.1_ASM6354v1	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Orientia	Orientia tsutsugamushi	strain=Boryong
GCF_000015285.1	357804	357794	Psychromonas ingrahamii 37	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/015/285/GCF_000015285.1_ASM1528v1	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Psychromonadaceae	Psychromonas	Psychromonas ingrahamii	strain=37
GCF_000018685.1	357809	66219	Lachnoclostridium phytofermentans ISDg	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/018/685/GCF_000018685.1_ASM1868v1	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium	Lachnoclostridium phytofermentans	strain=ISDg
GCF_000010165.1	358681	1393	Brevibacillus brevis NBRC 100599	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/010/165/GCF_000010165.1_ASM1016v1	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Brevibacillus	Brevibacillus brevis	strain=NBRC 100599 (= 47)
GCF_000019585.2	360094	347	Xanthomonas oryzae pv. oryzae PXO99A	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/019/585/GCF_000019585.2_ASM1958v2	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Xanthomonas	Xanthomonas oryzae	strain=PXO99A
GCF_000015445.1	360095	774	Bartonella bacilliformis KC583	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/015/445/GCF_000015445.1_ASM1544v1	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bartonellaceae	Bartonella	Bartonella bacilliformis	strain=KC583; ATCC 35685
GCF_000017465.2	360105	200	Campylobacter curvus 525.92	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/017/465/GCF_000017465.2_ASM1746v2	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobacter curvus	strain=525.92
GCF_000017585.1	360107	76517	Campylobacter hominis ATCC BAA-381	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/017/585/GCF_000017585.1_ASM1758v1	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobacter hominis	strain=ATCC BAA-381
GCF_000070465.1	360910	521	Bordetella avium 197N	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/070/465/GCF_000070465.1_ASM7046v1	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Bordetella	Bordetella avium	strain=197N
GCF_001281485.1	361183	361183	Altererythrobacter epoxidivorans	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/281/485/GCF_001281485.1_ASM128148v1	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	Altererythrobacter	Altererythrobacter epoxidivorans	strain=CGMCC 1.7731
GCF_000830005.1	362257	362257	Streptomyces vietnamensis	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/830/005/GCF_000830005.1_ASM83000v1	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces vietnamensis	strain=GIM4.0001
GCF_001281045.1	362837	362837	Spiroplasma cantharicola	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/281/045/GCF_001281045.1_ASM128104v1	Bacteria	Tenericutes	Mollicutes	Entomoplasmatales	Spiroplasmataceae	Spiroplasma	Spiroplasma cantharicola	strain=CC-1
GCF_000008925.1	362948	1624	Lactobacillus salivarius UCC118	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/008/925/GCF_000008925.1_ASM892v1	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus salivarius	strain=UCC118
GCF_000055945.1	363253	29546	Lawsonia intracellularis PHE/MN1-00	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/055/945/GCF_000055945.1_ASM5594v1	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Lawsonia	Lawsonia intracellularis	strain=PHE/MN1-00
GCF_000015505.1	365044	216465	Polaromonas naphthalenivorans CJ2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/015/505/GCF_000015505.1_ASM1550v1	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Polaromonas	Polaromonas naphthalenivorans	strain=CJ2
GCF_000215705.1	365046	94132	Ramlibacter tataouinensis TTB310	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/215/705/GCF_000215705.1_ASM21570v1	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Ramlibacter	Ramlibacter tataouinensis	strain=TTB310
GCF_000027165.1	365659	28037	Streptococcus mitis B6	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/027/165/GCF_000027165.1_ASM2716v1	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus mitis	strain=B6
GCF_000017145.1	366394	110321	Sinorhizobium medicae WSM419	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/017/145/GCF_000017145.1_ASM1714v1	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Sinorhizobium	Sinorhizobium medicae	strain=WSM419
GCF_001548055.1	366522	366522	Sulfurospirillum cavolei	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/548/055/GCF_001548055.1_ASM154805v1	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Sulfurospirillum	Sulfurospirillum cavolei	strain=UCH003
GCF_000014025.1	367737	28197	Arcobacter butzleri RM4018	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/014/025/GCF_000014025.1_ASM1402v1	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Arcobacter	Arcobacter butzleri	strain=RM4018
GCF_000010425.1	367928	1680	Bifidobacterium adolescentis ATCC 15703	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/010/425/GCF_000010425.1_ASM1042v1	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium adolescentis	strain=ATCC 15703
GCF_000016425.1	369723	168695	Salinispora tropica CNB-440	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/016/425/GCF_000016425.1_ASM1642v1	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Salinispora	Salinispora tropica	strain=CNB-440
GCF_000090965.1	372461	9	Buchnera aphidicola BCc	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/090/965/GCF_000090965.1_ASM9096v1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Buchnera	Buchnera aphidicola	strain=BCc
